node,x,y
480,0.318003863,-0.00929756556
481,0.337818801,-0.00939657446
482,0.0404741727,-0.00983198546
483,0.0605567098,-0.00953089725
484,0.0505446568,-0.00972224586
485,0.0704999045,-0.00937872753
486,0.0903097689,-0.00924263056
487,0.105150022,-0.00918253139
488,0.184334427,-0.0091147786
489,0.120001405,-0.00913811103
490,0.243735448,-0.00914013386
491,0.0655335262,-0.00946217496
492,0.00691255927,-0.0113247456
493,0.22397545,-0.00916735455
494,0.194243059,-0.00912543386
495,0.179393187,-0.00911979284
496,0.204161704,-0.00914774928
497,0.2140802,-0.00916874222
498,0.238797739,-0.00915243383
499,0.110100441,-0.00916882418
500,0.0454931855,-0.00983142573
501,0.0555593297,-0.00964118727
502,0.0160237849,-0.00986964628
503,0.0207871292,-0.00957813114
504,0.0256666355,-0.00949393772
505,0.0305743292,-0.00959890801
506,0.0354926549,-0.00975951925
507,0.0754612461,-0.00933228526
508,0.0804141536,-0.00930018816
509,0.085364528,-0.00927436538
510,0.0952590704,-0.00922289025
511,0.10020794,-0.00920520164
512,0.115053684,-0.00915811397
513,0.139792785,-0.00911639724
514,0.144751325,-0.00912223384
515,0.164561853,-0.0091233328
516,0.16950649,-0.00912410859
517,0.174453259,-0.00912458356
518,0.189287484,-0.00912297238
519,0.199207515,-0.0091407774
520,0.209124178,-0.00916329119
521,0.219033226,-0.00917479582
522,0.228916883,-0.00916617643
523,0.233860925,-0.00916282367
524,0.248684272,-0.00914068893
525,0.372449994,-0.00957724545
526,0.401969761,-0.00965726562
527,0.293256938,-0.00923073012
528,0.440505773,-0.0103595592
529,0.253640324,-0.00914643705
530,0.273459166,-0.00917475764
531,0.313052773,-0.00928404834
532,0.332863033,-0.00937015098
533,0.362580389,-0.00956563745
534,0.38229236,-0.00955666602
535,0.392142713,-0.00955079403
536,0.41178757,-0.00985044427
537,0.431017041,-0.00994759891
538,0.421398729,-0.00990320742
539,0.129898578,-0.00912414957
540,0.15466249,-0.00912853424
541,0.308102548,-0.00927141216
542,0.268508673,-0.00916673709
543,0.288319081,-0.00922367349
544,0.32791239,-0.00934662856
545,0.347729325,-0.00946855266
546,0.352682412,-0.00950816739
547,0.00241872808,-0.0138492445
548,-0.00279030576,-0.0183791276
549,-0.0081305746,-0.0265248269
550,-0.0368241742,-0.0433842428
551,0.00297801825,-0.022467602
552,0.00625033816,-0.018085802
553,0.279023647,-0.0138392523
554,0.259203315,-0.0137708262
555,0.392574698,-0.0142369187
556,0.14040719,-0.0137134129
557,0.382832766,-0.0143191414
558,0.19484885,-0.0137301041
559,0.204775795,-0.0137628978
560,0.377951413,-0.0143910544
561,0.387698501,-0.0142530818
562,0.145368248,-0.0137202488
563,0.0761065334,-0.0140514374
564,0.012183384,-0.0152070867
565,0.021199977,-0.0142301004
566,0.0259607118,-0.0141086597
567,0.030762665,-0.014431092
568,0.0810516402,-0.0140059171
569,0.135461152,-0.0137274032
570,0.160234734,-0.0137339747
571,0.125571266,-0.0137385316
572,0.130519077,-0.0137399985
573,0.15032874,-0.0137322424
574,0.155285925,-0.0137447836
575,0.209741816,-0.0137830423
576,0.274071366,-0.0138233602
577,0.199818552,-0.0137554603
578,0.189891785,-0.013732438
579,0.254244924,-0.0137730986
580,0.249293298,-0.0137786744
581,0.269120693,-0.0138093121
582,0.264164925,-0.0137996152
583,0.33842206,-0.0141673815
584,0.333465338,-0.0141288396
585,0.328512847,-0.0140881501
586,0.323560536,-0.0140539287
587,0.0859994069,-0.0139580797
588,0.318608731,-0.0140238106
589,0.244351909,-0.0137899155
590,0.214706421,-0.0138009191
591,0.165185854,-0.0137394201
592,0.184945896,-0.0137379877
593,0.0909470022,-0.0139115248
594,0.0958917812,-0.0138779068
595,0.100836352,-0.0138525162
596,0.224607199,-0.013810779
597,0.234482542,-0.013801706
598,0.239418507,-0.0138057061
599,0.219663695,-0.0138155762
600,0.229545102,-0.0138175637
601,0.31365487,-0.0140006756
602,0.175069749,-0.0137379337
603,0.180009544,-0.013747531
604,0.170129523,-0.0137487194
605,0.120630838,-0.0137585253
606,0.308702528,-0.0139741562
607,0.105778173,-0.0138298785
608,0.303746849,-0.0139505612
609,0.298800051,-0.0139374146
610,0.283981413,-0.0138741825
611,0.110726282,-0.0138067519
612,0.115680479,-0.0137893781
613,0.0356806181,-0.0148504339
614,0.293865263,-0.0139250401
615,0.373056114,-0.0144453691
616,0.343388289,-0.0142327873
617,0.288929433,-0.0139094749
618,0.0510942303,-0.0147104012
619,0.0561527386,-0.0145541169
620,0.045943737,-0.0149131371
621,0.0407539643,-0.0150209442
622,0.353296041,-0.0143419402
623,0.363197178,-0.0144323213
624,0.368139505,-0.0144659318
625,0.358246356,-0.0144022964
626,0.348348469,-0.0143007599
627,0.0711520016,-0.0141411209
628,0.430941135,-0.0148763368
629,0.0611766875,-0.0143996505
630,0.0661710501,-0.0142744482
631,0.412059247,-0.014961604
632,0.42155388,-0.0150497723
633,0.426209509,-0.0148938037
634,0.407170236,-0.0146874264
635,0.416833103,-0.0151223699
636,0.397421479,-0.0142746689
637,0.402284592,-0.0144136949
638,0.435589731,-0.0152505236
639,0.440173894,-0.015854232
640,0.477082402,-0.0253653824
641,0.468435138,-0.0247917231
642,0.449445099,-0.0166690424
