node,x,y,active_lower_bound,d_lower_bound,d_F0,d_F1,d_F2,d_F3,F3_minus_F1,F3_minus_lower_bound
25,-0.2,-0.5,False,0.0008722413111892593,0.0009353485160437365,0.0009353485160437363,0.0009445475379061814,0.0009445475379061817,9.199021862445439e-06,7.230622671692243e-05
27,-0.175,-0.5,False,0.0013007805621114677,0.0013087107607777718,0.001308710760777772,0.0013115724349366752,0.0013115724349366756,2.861674158903668e-06,1.0791872825207955e-05
28,-0.16249999999999998,-0.5,False,0.001451437533904035,0.0015181640582949028,0.0015181640582949028,0.001524375495594562,0.0015243754955945614,6.211437299658614e-06,7.293796169052639e-05
30,-0.1375,-0.5,False,0.001987924842223107,0.002010298093380694,0.0020102980933806936,0.0020158017474409973,0.0020158017474409965,5.503654060302898e-06,2.787690521788939e-05
31,-0.125,-0.5,False,0.002206932456870471,0.002288555287748873,0.002288555287748873,0.002296487918191009,0.0022964879181910083,7.93263044213512e-06,8.955546132053717e-05
33,-0.09999999999999998,-0.5,False,0.0028725424232713395,0.0028920793358975976,0.0028920793358975976,0.0029002397030987986,0.0029002397030987986,8.160367201200981e-06,2.7697279827459086e-05
34,-0.08750000000000002,-0.5,False,0.0031443379708513534,0.00321489137162712,0.00321489137162712,0.003230562148891324,0.0032305621488913226,1.5670777264202834e-05,8.622417803996925e-05
36,-0.0625,-0.5,False,0.003920591399018257,0.0039285885014681615,0.0039285885014681615,0.0039436759672810615,0.0039436759672810615,1.5087465812899971e-05,2.3084568262804472e-05
37,-0.04999999999999999,-0.5,False,0.004253758650781742,0.004282696558408993,0.004282696558408993,0.004301678691913568,0.00430167869191357,1.898213350457617e-05,4.7920041131827885e-05
38,-0.03749999999999998,-0.5,False,0.0044479261875140785,0.00466202109938956,0.00466202109938956,0.004686430904333443,0.004686430904333444,2.4409804943884526e-05,0.00023850471681936564
40,-0.012500000000000011,-0.5,False,0.005451862916880818,0.0054626659750494615,0.0054626659750494615,0.005475491375477598,0.005475491375477596,1.282540042813439e-05,2.3628458596778104e-05
41,0.0,-0.5,False,0.00570933200453533,0.00587265075355332,0.005872650753553319,0.005892175221912958,0.005892175221912958,1.9524468359639197e-05,0.0001828432173776283
42,0.012499999999999956,-0.5,False,0.006256471281999162,0.006256671209445932,0.006256671209445933,0.0062831907925176775,0.0062831907925176775,2.6519583071744554e-05,2.6719510518515184e-05
