node_id,x,y
1042,0.448,-0.4752504596
1043,0.449,-0.4752504596
1044,0.45,-0.4752504596
1045,0.451,-0.4752504596
1046,0.452,-0.4752504596
1047,0.453,-0.4752504596
1048,0.454,-0.4752504596
1049,0.455,-0.4752504596
1050,0.456,-0.4752504596
1051,0.457,-0.4752504596
1052,0.458,-0.4752504596
1053,0.459,-0.4752504596
1054,0.46,-0.4752504596
1055,0.461,-0.4752504596
1056,0.462,-0.4752504596
1057,0.463,-0.4752504596
1058,0.464,-0.4752504596
1059,0.465,-0.4752504596
1060,0.466,-0.4752504596
1061,0.467,-0.4752504596
1062,0.468,-0.4752504596
1063,0.469,-0.4752504596
1064,0.47,-0.4752504596
1065,0.471,-0.4752504596
1066,0.472,-0.4752504596
1067,0.473,-0.4752504596
1068,0.474,-0.4752504596
1069,0.475,-0.4752504596
1070,0.476,-0.4752504596
1071,0.477,-0.4752504596
1072,0.478,-0.4752504596
1073,0.479,-0.4752504596
1074,0.48,-0.4752504596
1075,0.481,-0.4752504596
1076,0.482,-0.4752504596
1077,0.483,-0.4752504596
1078,0.484,-0.4752504596
1079,0.485,-0.4752504596
1080,0.486,-0.4752504596
1081,0.487,-0.4752504596
1082,0.488,-0.4752504596
1083,0.489,-0.4752504596
1084,0.49,-0.4752504596
1085,0.491,-0.4752504596
1086,0.492,-0.4752504596
1087,0.493,-0.4752504596
1088,0.494,-0.4752504596
1089,0.495,-0.4752504596
1090,0.496,-0.4752504596
1091,0.497,-0.4752504596
1092,0.498,-0.4752504596
