element,integration_point,H_old,H_actual,H_actual_minus_H_old,abs_H_actual_minus_H_old
5472,4,0.00019462110691500866,0.00019462110691500866,0.0,0.0
5473,1,0.00026067848083604966,0.00026067848083604966,0.0,0.0
5473,2,0.0002607583633881191,0.0002607583633881191,0.0,0.0
5473,3,0.0002635414467278485,0.0002635414467278485,0.0,0.0
5473,4,0.00026330818221111243,0.00026330818221111243,0.0,0.0
5474,1,0.00028014308531357755,0.00028014308531357755,0.0,0.0
5474,2,0.0003096070222463146,0.0003096070222463146,0.0,0.0
5474,3,0.00033543344771921766,0.00033543344771921766,0.0,0.0
5474,4,0.00026347648646664557,0.00026347648646664557,0.0,0.0
5475,1,0.0003329769564343965,0.0003329769564343965,0.0,0.0
5475,2,0.00033319698607040405,0.00033319698607040405,0.0,0.0
5475,3,0.0003366104774158963,0.0003366104774158963,0.0,0.0
5475,4,0.0003360007499304164,0.0003360007499304164,0.0,0.0
5476,1,0.0003338562736535691,0.0003338562736535691,0.0,0.0
5476,2,0.0004142102656611988,0.0004142102656611988,0.0,0.0
5476,3,0.0003871290809621823,0.0003871290809621823,0.0,0.0
5476,4,0.0003364263811979714,0.0003364263811979714,0.0,0.0
5477,1,0.0004164530225086934,0.0004164530225086934,0.0,0.0
5477,2,0.0004200498576006531,0.0004200498576006531,0.0,0.0
5477,3,0.00042676442560516943,0.00042676442560516943,0.0,0.0
5477,4,0.0004123223572971149,0.0004123223572971149,0.0,0.0
5478,1,0.00042091282013630464,0.00042091282013630464,0.0,0.0
5478,2,0.0004660158953315993,0.0004660158953315993,0.0,0.0
5478,3,0.0004597750620455027,0.0004597750620455027,0.0,0.0
5478,4,0.000432439413507389,0.000432439413507389,0.0,0.0
5479,1,0.00048761833190918784,0.00048761833190918784,0.0,0.0
5479,2,0.0005202842295533759,0.0005202842295533759,0.0,0.0
5479,3,0.0005130342803165674,0.0005130342803165674,0.0,0.0
5479,4,0.0004911421339108079,0.0004911421339108079,0.0,0.0
5480,1,0.0005206631033356844,0.0005206631033356844,0.0,0.0
5480,2,0.0005460073934593847,0.0005460073934593847,0.0,0.0
5480,3,0.0005383220407676461,0.0005383220407676461,0.0,0.0
5480,4,0.0005157962487405393,0.0005157962487405393,0.0,0.0
5481,1,0.0005725715014226614,0.0005725715014226614,0.0,0.0
5481,2,0.0006096182269491804,0.0006096182269491804,0.0,0.0
5481,3,0.0006043764720267317,0.0006043764720267317,0.0,0.0
5481,4,0.0005743438044448811,0.0005743438044448811,0.0,0.0
5482,1,0.0006092139955679223,0.0006092139955679223,0.0,0.0
5482,2,0.000638868291450146,0.000638868291450146,0.0,0.0
5482,3,0.0006272336996567971,0.0006272336996567971,0.0,0.0
5482,4,0.0006073177783404467,0.0006073177783404467,0.0,0.0
5483,1,0.0006674312602835467,0.0006674312602835467,0.0,0.0
5483,2,0.0006843900037150889,0.0006843900037150889,0.0,0.0
5483,3,0.0006855513306312077,0.0006855513306312077,0.0,0.0
5483,4,0.0006578707580906006,0.0006578707580906006,0.0,0.0
5484,1,0.0006880295397603437,0.0006880295397603437,0.0,0.0
5484,2,0.000710710637463397,0.000710710637463397,0.0,0.0
5484,3,0.0006899161752909587,0.0006899161752909587,0.0,0.0
5484,4,0.0006864765429567253,0.0006864765429567253,0.0,0.0
5485,1,0.0007255824725047032,0.0007255824725047032,0.0,0.0
5485,2,0.0007751588111362897,0.0007751588111362897,0.0,0.0
5485,3,0.0007859999033866807,0.0007859999033866807,0.0,0.0
5485,4,0.0007387414554446039,0.0007387414554446039,0.0,0.0
5486,1,0.000784902621219591,0.000784902621219591,0.0,0.0
5486,2,0.00079002465619287,0.00079002465619287,0.0,0.0
5486,3,0.0007945884623254368,0.0007945884623254368,0.0,0.0
5486,4,0.0007925413540441293,0.0007925413540441293,0.0,0.0
5487,1,0.0008138058641376735,0.0008138058641376735,0.0,0.0
5487,2,0.0008445969703441032,0.0008445969703441032,0.0,0.0
5487,3,0.0008248196504131732,0.0008248196504131732,0.0,0.0
5487,4,0.0008015459650476247,0.0008015459650476247,0.0,0.0
5488,1,0.0008644079475153231,0.0008644079475153231,0.0,0.0
5488,2,0.0008852546831009159,0.0008852546831009159,0.0,0.0
5488,3,0.0008897234522442421,0.0008897234522442421,0.0,0.0
5488,4,0.0008436869779845471,0.0008436869779845471,0.0,0.0
5489,1,0.0008868088035159554,0.0008868088035159554,0.0,0.0
5489,2,0.0008902939859711423,0.0008902939859711423,0.0,0.0
5489,3,0.0008953183174480291,0.0008953183174480291,0.0,0.0
5489,4,0.0008921186688413993,0.0008921186688413993,0.0,0.0
5490,1,0.000892268091098227,0.000892268091098227,0.0,0.0
5490,2,0.0009436153013974386,0.0009436153013974386,0.0,0.0
5490,3,0.0009246111292719096,0.0009246111292719096,0.0,0.0
5490,4,0.0009103201653027515,0.0009103201653027515,0.0,0.0
5491,1,0.000958129950257114,0.000958129950257114,0.0,0.0
5491,2,0.0009686812033693291,0.0009686812033693291,0.0,0.0
5491,3,0.0009578729952572957,0.0009578729952572957,0.0,0.0
5491,4,0.0009417110699458118,0.0009417110699458118,0.0,0.0
5492,1,0.0009713529089291804,0.0009713529089291804,0.0,0.0
5492,2,0.0009788912068607906,0.0009788912068607906,0.0,0.0
5492,3,0.0009863785335827656,0.0009863785335827656,0.0,0.0
5492,4,0.0009768332073758256,0.0009768332073758256,0.0,0.0
5493,1,0.0009888605503362755,0.0009888605503362755,0.0,0.0
5493,2,0.0010112150744936638,0.0010112150744936638,0.0,0.0
5493,3,0.0010036333730129802,0.0010036333730129802,0.0,0.0
5493,4,0.0009960151455337633,0.0009960151455337633,0.0,0.0
5494,1,0.0010142457069920868,0.0010142457069920868,0.0,0.0
5494,2,0.0010218152441323456,0.0010218152441323456,0.0,0.0
5494,3,0.0010109615218765703,0.0010109615218765703,0.0,0.0
5494,4,0.0010042392982484243,0.0010042392982484243,0.0,0.0
5495,1,0.001024929505691744,0.001024929505691744,0.0,0.0
5495,2,0.00105009380354288,0.00105009380354288,0.0,0.0
5495,3,0.0010421161834203614,0.0010421161834203614,0.0,0.0
5495,4,0.0010215320885690483,0.0010215320885690483,0.0,0.0
5496,1,0.0010518220609756243,0.0010518220609756243,0.0,0.0
5496,2,0.001054229967417027,0.001054229967417027,0.0,0.0
5496,3,0.0010433187478552208,0.0010433187478552208,0.0,0.0
5496,4,0.0010411487457065178,0.0010411487457065178,0.0,0.0
5497,1,0.0010544622786951767,0.0010544622786951767,0.0,0.0
5497,2,0.0010735952215844653,0.0010735952215844653,0.0,0.0
5497,3,0.0010588311205229112,0.0010588311205229112,0.0,0.0
5497,4,0.0010479979629445671,0.0010479979629445671,0.0,0.0
5498,1,0.001077382423137417,0.001077382423137417,0.0,0.0
5498,2,0.0010785352167318814,0.0010785352167318814,0.0,0.0
5498,3,0.0010703788724867756,0.0010703788724867756,0.0,0.0
5498,4,0.0010705362401590111,0.0010705362401590111,0.0,0.0
5499,1,0.0010788119512229765,0.0010788119512229765,0.0,0.0
5499,2,0.0010865530059980682,0.0010865530059980682,0.0,0.0
5499,3,0.0010784073402561605,0.0010784073402561605,0.0,0.0
5499,4,0.001071775178275997,0.001071775178275997,0.0,0.0
5500,1,0.0010934401106860712,0.0010934401106860712,0.0,0.0
5500,2,0.0010936163624903922,0.0010936163624903922,0.0,0.0
5500,3,0.0010893122452987959,0.0010893122452987959,0.0,0.0
5500,4,0.001083476335919333,0.001083476335919333,0.0,0.0
5501,1,0.0010940040928324821,0.0010940040928324821,0.0,0.0
5501,2,0.0010945207093474166,0.0010945207093474166,0.0,0.0
5501,3,0.0010926529678204244,0.0010926529678204244,0.0,0.0
5501,4,0.0010895651773782104,0.0010895651773782104,0.0,0.0
5502,1,0.0011013893570262414,0.0011013893570262414,0.0,0.0
5502,2,0.001104916806771933,0.001104916806771933,0.0,0.0
5502,3,0.001102791780571491,0.001102791780571491,0.0,0.0
5502,4,0.0010964621036854793,0.0010964621036854793,0.0,0.0
5503,1,0.0011051471643318074,0.0011051471643318074,0.0,0.0
5503,2,0.001105519816914403,0.001105519816914403,0.0,0.0
5503,3,0.001103967236790471,0.001103967236790471,0.0,0.0
5503,4,0.0011026601237536498,0.0011026601237536498,0.0,0.0
5504,1,0.0011056582473505346,0.0011056582473505346,0.0,0.0
5504,2,0.0011123145403272323,0.0011123145403272323,0.0,0.0
5504,3,0.0011120250119841487,0.0011120250119841487,0.0,0.0
5504,4,0.0011062661632196547,0.0011062661632196547,0.0,0.0
5505,1,0.0011123938393255554,0.0011123938393255554,0.0,0.0
5505,2,0.0011124816517561792,0.0011124816517561792,0.0,0.0
5505,3,0.0011120737209594316,0.0011120737209594316,0.0,0.0
5505,4,0.0011120057625645156,0.0011120057625645156,0.0,0.0
5506,1,0.0011140601377407266,0.0011140601377407266,0.0,0.0
5506,2,0.0011161542362747735,0.0011161542362747735,0.0,0.0
5506,3,0.0011183707253088363,0.0011183707253088363,0.0,0.0
5506,4,0.0011145395846576386,0.0011145395846576386,0.0,0.0
5507,1,0.0011181499005266113,0.0011181499005266113,0.0,0.0
5507,2,0.0011180970426907337,0.0011180970426907337,0.0,0.0
5507,3,0.0011182484718317426,0.0011182484718317426,0.0,0.0
5507,4,0.0011183286686264533,0.0011183286686264533,0.0,0.0
5508,1,0.0011187311245954225,0.0011187311245954225,0.0,0.0
5508,2,0.0011206830943894107,0.0011206830943894107,0.0,0.0
5508,3,0.0011228883166666164,0.0011228883166666164,0.0,0.0
5508,4,0.001120679749894422,0.001120679749894422,0.0,0.0
5509,1,0.0011251998993569525,0.0011251998993569525,0.0,0.0
5509,2,0.0011258360795314845,0.0011258360795314845,0.0,0.0
5509,3,0.0011254651196057688,0.0011254651196057688,0.0,0.0
5509,4,0.001124670915485947,0.001124670915485947,0.0,0.0
5510,1,0.0011261877786291794,0.0011261877786291794,0.0,0.0
5510,2,0.0011264667493269776,0.0011264667493269776,0.0,0.0
5510,3,0.0011274204875612,0.0011274204875612,0.0,0.0
5510,4,0.0011260361358516992,0.0011260361358516992,0.0,0.0
5511,1,0.0011276286837209064,0.0011276286837209064,0.0,0.0
5511,2,0.001130783169552807,0.001130783169552807,0.0,0.0
5511,3,0.0011380133388431708,0.0011380133388431708,0.0,0.0
5511,4,0.001130168458501396,0.001130168458501396,0.0,0.0
5512,1,0.001133112561143101,0.001133112561143101,0.0,0.0
5512,2,0.0011332317011006545,0.0011332317011006545,0.0,0.0
5512,3,0.0011366717271507785,0.0011366717271507785,0.0,0.0
5512,4,0.0011373304152861433,0.0011373304152861433,0.0,0.0
5513,1,0.001136349281455908,0.001136349281455908,0.0,0.0
5513,2,0.001143875978104945,0.001143875978104945,0.0,0.0
5513,3,0.0011441074502933483,0.0011441074502933483,0.0,0.0
5513,4,0.001136680788988799,0.001136680788988799,0.0,0.0
5514,1,0.001148129764492846,0.001148129764492846,0.0,0.0
5514,2,0.0011497235376894655,0.0011497235376894655,0.0,0.0
5514,3,0.0011508895748914376,0.0011508895748914376,0.0,0.0
5514,4,0.0011473584096237733,0.0011473584096237733,0.0,0.0
5515,1,0.001150928333079226,0.001150928333079226,0.0,0.0
5515,2,0.001158792908276022,0.001158792908276022,0.0,0.0
5515,3,0.0011613042577272178,0.0011613042577272178,0.0,0.0
5515,4,0.0011529213710690226,0.0011529213710690226,0.0,0.0
5516,1,0.0011681840316176166,0.0011681840316176166,0.0,0.0
5516,2,0.001176972464318452,0.001176972464318452,0.0,0.0
5516,3,0.001178571197486591,0.001178571197486591,0.0,0.0
5516,4,0.0011705050597009797,0.0011705050597009797,0.0,0.0
5517,1,0.0011784823534416568,0.0011784823534416568,0.0,0.0
5517,2,0.00118487641299837,0.00118487641299837,0.0,0.0
5517,3,0.0011833781343804435,0.0011833781343804435,0.0,0.0
5517,4,0.001179940396773318,0.001179940396773318,0.0,0.0
5518,1,0.001192771826769472,0.001192771826769472,0.0,0.0
5518,2,0.0012083383888137342,0.0012083383888137342,0.0,0.0
5518,3,0.001212665872996655,0.001212665872996655,0.0,0.0
5518,4,0.0011930001218994758,0.0011930001218994758,0.0,0.0
5519,1,0.0012169000556935448,0.0012169000556935448,0.0,0.0
5519,2,0.001219088942463834,0.001219088942463834,0.0,0.0
5519,3,0.0012254694062978045,0.0012254694062978045,0.0,0.0
5519,4,0.0012221490004065754,0.0012221490004065754,0.0,0.0
5520,1,0.0012176590622339136,0.0012176590622339136,0.0,0.0
5520,2,0.0012136800393559993,0.0012136800393559993,0.0,0.0
5520,3,0.0012199032924312845,0.0012199032924312845,0.0,0.0
5520,4,0.0012241349576099705,0.0012241349576099705,0.0,0.0
5521,1,3.3006872346569765e-05,3.3006872346569765e-05,0.0,0.0
5521,2,2.9204509692341844e-05,2.9204509692341844e-05,0.0,0.0
5521,3,2.9239907944969306e-05,2.9239907944969306e-05,0.0,0.0
5521,4,3.3029964666931674e-05,3.3029964666931674e-05,0.0,0.0
5522,1,2.7891148606829964e-05,2.7891148606829964e-05,0.0,0.0
5522,2,2.774627731773707e-05,2.774627731773707e-05,0.0,0.0
5522,3,2.8443423374111656e-05,2.8443423374111656e-05,0.0,0.0
5522,4,2.851923490627894e-05,2.851923490627894e-05,0.0,0.0
5523,1,2.775949578922111e-05,2.775949578922111e-05,0.0,0.0
5523,2,2.7926446448726624e-05,2.7926446448726624e-05,0.0,0.0
5523,3,2.8525797949836305e-05,2.8525797949836305e-05,0.0,0.0
5523,4,2.844691330047965e-05,2.844691330047965e-05,0.0,0.0
5524,1,2.3556531606083646e-05,2.3556531606083646e-05,0.0,0.0
5524,2,2.0274075977008762e-05,2.0274075977008762e-05,0.0,0.0
5524,3,2.0601612418264726e-05,2.0601612418264726e-05,0.0,0.0
5524,4,2.8601872816318636e-05,2.8601872816318636e-05,0.0,0.0
5525,1,1.789949642111665e-05,1.789949642111665e-05,0.0,0.0
5525,2,1.0737918561981097e-05,1.0740844684770248e-05,2.9261227891510584e-09,2.9261227891510584e-09
5525,3,1.0923105475451117e-05,1.0926150648382019e-05,3.0451729309016767e-09,3.0451729309016767e-09
5525,4,1.8838269269680817e-05,1.8838269269680817e-05,0.0,0.0
5526,1,1.046965117675673e-05,1.046965117675673e-05,0.0,0.0
5526,2,9.71633946184498e-06,9.71633946184498e-06,0.0,0.0
5526,3,8.032621761790317e-06,8.037627456553641e-06,5.005694763324559e-09,5.005694763324559e-09
5526,4,9.649767791455063e-06,9.653872914892762e-06,4.105123437698921e-09,4.105123437698921e-09
5527,1,8.795661927381801e-06,8.795661927381801e-06,0.0,0.0
5527,2,7.525664194729729e-06,7.525664194729729e-06,0.0,0.0
5527,3,5.964685703535625e-06,5.964685703535625e-06,0.0,0.0
5527,4,6.975204550296412e-06,6.980923944890783e-06,5.7193945943711185e-09,5.7193945943711185e-09
5528,1,4.586872919437231e-06,4.5934069387153815e-06,6.534019278150069e-09,6.534019278150069e-09
5528,2,3.887827198331029e-06,3.887827198331029e-06,0.0,0.0
5528,3,4.515474124201738e-06,4.515474124201738e-06,0.0,0.0
5528,4,4.840989731918484e-06,4.840989731918484e-06,0.0,0.0
5529,1,3.2986985120701915e-06,3.2986985120701915e-06,0.0,0.0
5529,2,2.519051770076782e-06,2.519051770076782e-06,0.0,0.0
5529,3,2.9902784014734625e-06,2.9902784014734625e-06,0.0,0.0
5529,4,3.931000934457657e-06,3.931000934457657e-06,0.0,0.0
5530,1,2.23729552908303e-06,2.23729552908303e-06,0.0,0.0
5530,2,2.147825177980302e-06,2.147825177980302e-06,0.0,0.0
5530,3,2.036212178850738e-06,2.036212178850738e-06,0.0,0.0
5530,4,2.055289339883945e-06,2.055289339883945e-06,0.0,0.0
5531,1,2.0514784136552297e-06,2.0514784136552297e-06,0.0,0.0
5531,2,1.8069793934349615e-06,1.8069793934349615e-06,0.0,0.0
5531,3,1.8730932655481194e-06,1.8730932655481194e-06,0.0,0.0
5531,4,1.9729258990709215e-06,1.9729258990709215e-06,0.0,0.0
5532,1,1.6124309567435362e-06,1.6124309567435362e-06,0.0,0.0
5532,2,1.5835964160054133e-06,1.5835964160054133e-06,0.0,0.0
5532,3,1.7821166266965866e-06,1.7821166266965866e-06,0.0,0.0
5532,4,1.8215475189649334e-06,1.8215475189649334e-06,0.0,0.0
5533,1,1.7731766595076639e-06,1.7731766595076639e-06,0.0,0.0
5533,2,2.0931226018104077e-06,2.0931226018104077e-06,0.0,0.0
5533,3,2.476604980974668e-06,2.476604980974668e-06,0.0,0.0
5533,4,2.472884404718679e-06,2.472884404718679e-06,0.0,0.0
5534,1,2.506260640558714e-06,2.506260640558714e-06,0.0,0.0
5534,2,2.5125504797611357e-06,2.5125504797611357e-06,0.0,0.0
5534,3,2.4850154584756733e-06,2.4850154584756733e-06,0.0,0.0
5534,4,2.4803525434941255e-06,2.4803525434941255e-06,0.0,0.0
5535,1,2.511896484100983e-06,2.511896484100983e-06,0.0,0.0
5535,2,4.013358054206566e-06,4.013358054206566e-06,0.0,0.0
5535,3,3.1198702066712796e-06,3.1198702066712796e-06,0.0,0.0
5535,4,2.486228324460303e-06,2.486228324460303e-06,0.0,0.0
5536,1,5.221640122159592e-06,5.221640122159592e-06,0.0,0.0
5536,2,6.814164835430323e-06,6.814164835430323e-06,0.0,0.0
5536,3,9.233678531027258e-06,9.233678531027258e-06,0.0,0.0
5536,4,5.21961779969007e-06,5.21961779969007e-06,0.0,0.0
5537,1,7.455530620873287e-06,7.455530620873287e-06,0.0,0.0
5537,2,8.507639315592877e-06,8.507639315592877e-06,0.0,0.0
5537,3,9.261565019775254e-06,9.261565019775254e-06,0.0,0.0
5537,4,9.213244124972802e-06,9.213244124972802e-06,0.0,0.0
5538,1,1.0291613235258028e-05,1.0291613235258028e-05,0.0,0.0
5538,2,1.2972638347975323e-05,1.2972638347975323e-05,0.0,0.0
5538,3,1.0878491032985643e-05,1.0878491032985643e-05,0.0,0.0
5538,4,9.344779317949709e-06,9.344779317949709e-06,0.0,0.0
5539,1,1.5416975439387394e-05,1.5416975439387394e-05,0.0,0.0
5539,2,1.7934587363664106e-05,1.7934587363664106e-05,0.0,0.0
5539,3,2.3421036915083886e-05,2.3421036915083886e-05,0.0,0.0
5539,4,1.4876321016912349e-05,1.4876321016912349e-05,0.0,0.0
5540,1,2.1569337659107146e-05,2.1569337659107146e-05,0.0,0.0
5540,2,2.17733216671389e-05,2.17733216671389e-05,0.0,0.0
5540,3,2.3802620558462198e-05,2.3802620558462198e-05,0.0,0.0
5540,4,2.3533667625719624e-05,2.3533667625719624e-05,0.0,0.0
5541,1,2.668061624275456e-05,2.668061624275456e-05,0.0,0.0
5541,2,3.238225432692509e-05,3.238225432692509e-05,0.0,0.0
5541,3,3.55669089197434e-05,3.55669089197434e-05,0.0,0.0
5541,4,2.400683416324324e-05,2.400683416324324e-05,0.0,0.0
5542,1,3.6758282381442525e-05,3.6758282381442525e-05,0.0,0.0
5542,2,4.463772131832502e-05,4.463772131832502e-05,0.0,0.0
5542,3,4.740305124709339e-05,4.740305124709339e-05,0.0,0.0
5542,4,4.7522268523764906e-05,4.7522268523764906e-05,0.0,0.0
5543,1,4.436200219441403e-05,4.436200219441403e-05,0.0,0.0
5543,2,4.4817606820599426e-05,4.4817606820599426e-05,0.0,0.0
5543,3,4.809349568163303e-05,4.809349568163303e-05,0.0,0.0
5543,4,4.753570128796715e-05,4.753570128796715e-05,0.0,0.0
5544,1,5.2114249537582095e-05,5.2114249537582095e-05,0.0,0.0
5544,2,6.20364022233993e-05,6.20364022233993e-05,0.0,0.0
5544,3,5.16672278166689e-05,5.16672278166689e-05,0.0,0.0
5544,4,4.8581347053428396e-05,4.8581347053428396e-05,0.0,0.0
5545,1,6.913989331297245e-05,6.913989331297245e-05,0.0,0.0
5545,2,8.27009665297994e-05,8.27009665297994e-05,0.0,0.0
5545,3,8.701420487186484e-05,8.701420487186484e-05,0.0,0.0
5545,4,8.645039092964208e-05,8.645039092964208e-05,0.0,0.0
5546,1,8.279670213515272e-05,8.279670213515272e-05,0.0,0.0
5546,2,8.381105743223311e-05,8.381105743223311e-05,0.0,0.0
5546,3,8.83544807681344e-05,8.83544807681344e-05,0.0,0.0
5546,4,8.763642005091597e-05,8.763642005091597e-05,0.0,0.0
5547,1,9.69384336130914e-05,9.69384336130914e-05,0.0,0.0
5547,2,0.00013336572890171729,0.00013336572890171729,0.0,0.0
5547,3,0.00012135580142778356,0.00012135580142778356,0.0,0.0
5547,4,8.855562658896601e-05,8.855562658896601e-05,0.0,0.0
5548,1,0.0001333620506560929,0.0001333620506560929,0.0,0.0
5548,2,0.00013375545271321473,0.00013375545271321473,0.0,0.0
5548,3,0.0001389251660493735,0.0001389251660493735,0.0,0.0
5548,4,0.0001375251386933847,0.0001375251386933847,0.0,0.0
5549,1,0.00013432428449286065,0.00013432428449286065,0.0,0.0
5549,2,0.00013498444645683352,0.00013498444645683352,0.0,0.0
5549,3,0.00015797636938461864,0.00015797636938461864,0.0,0.0
5549,4,0.00013936409332259407,0.00013936409332259407,0.0,0.0
5550,1,0.000195725897839055,0.000195725897839055,0.0,0.0
5550,2,0.00019645305899420646,0.00019645305899420646,0.0,0.0
5550,3,0.00019220409750442578,0.00019220409750442578,0.0,0.0
5550,4,0.00017255475254440461,0.00017255475254440461,0.0,0.0
5551,1,0.00019706838983147044,0.00019706838983147044,0.0,0.0
5551,2,0.00019720057564613365,0.00019720057564613365,0.0,0.0
5551,3,0.00020305989301841874,0.00020305989301841874,0.0,0.0
5551,4,0.00019948276671011113,0.00019948276671011113,0.0,0.0
5552,1,0.00022403958773660297,0.00022403958773660297,0.0,0.0
5552,2,0.0002483845579623088,0.0002483845579623088,0.0,0.0
5552,3,0.0002478090444581876,0.0002478090444581876,0.0,0.0
5552,4,0.00021584980046148708,0.00021584980046148708,0.0,0.0
5553,1,0.0002650304655396292,0.0002650304655396292,0.0,0.0
5553,2,0.0002652875656380151,0.0002652875656380151,0.0,0.0
5553,3,0.0002659463951373503,0.0002659463951373503,0.0,0.0
5553,4,0.0002623653597355816,0.0002623653597355816,0.0,0.0
5554,1,0.0002797726078650604,0.0002797726078650604,0.0,0.0
5554,2,0.00031104572711036706,0.00031104572711036706,0.0,0.0
5554,3,0.0003078320852452418,0.0003078320852452418,0.0,0.0
5554,4,0.00027547491897946766,0.00027547491897946766,0.0,0.0
5555,1,0.0003373389907820744,0.0003373389907820744,0.0,0.0
5555,2,0.00033789201142154753,0.00033789201142154753,0.0,0.0
5555,3,0.000338135061680433,0.000338135061680433,0.0,0.0
5555,4,0.0003285991977027366,0.0003285991977027366,0.0,0.0
5556,1,0.0003463372653492563,0.0003463372653492563,0.0,0.0
5556,2,0.00038221606200338756,0.00038221606200338756,0.0,0.0
5556,3,0.00037586970577242794,0.00037586970577242794,0.0,0.0
5556,4,0.0003383051069679106,0.0003383051069679106,0.0,0.0
5557,1,0.00041229799950970514,0.00041229799950970514,0.0,0.0
5557,2,0.00042696592684327906,0.00042696592684327906,0.0,0.0
5557,3,0.00042690187727220435,0.00042690187727220435,0.0,0.0
5557,4,0.0004016723351391246,0.0004016723351391246,0.0,0.0
5558,1,0.0004305414542810237,0.0004305414542810237,0.0,0.0
5558,2,0.000456957858809144,0.000456957858809144,0.0,0.0
5558,3,0.00045877820321742495,0.00045877820321742495,0.0,0.0
5558,4,0.00042680577308842665,0.00042680577308842665,0.0,0.0
5559,1,0.00048827073809798503,0.00048827073809798503,0.0,0.0
5559,2,0.0005110396795961155,0.0005110396795961155,0.0,0.0
5559,3,0.0005145982648456122,0.0005145982648456122,0.0,0.0
5559,4,0.0004802847497351559,0.0004802847497351559,0.0,0.0
5560,1,0.0005178479336089075,0.0005178479336089075,0.0,0.0
5560,2,0.0005390654462615715,0.0005390654462615715,0.0,0.0
5560,3,0.0005145581474925045,0.0005145581474925045,0.0,0.0
5560,4,0.0005145927307638838,0.0005145927307638838,0.0,0.0
5561,1,0.0005711810963602333,0.0005711810963602333,0.0,0.0
5561,2,0.0005998418937984489,0.0005998418937984489,0.0,0.0
5561,3,0.0006075470589489922,0.0006075470589489922,0.0,0.0
5561,4,0.0005657646664880985,0.0005657646664880985,0.0,0.0
5562,1,0.0006069962807207915,0.0006069962807207915,0.0,0.0
5562,2,0.0006265898509149642,0.0006265898509149642,0.0,0.0
5562,3,0.0006078264102818668,0.0006078264102818668,0.0,0.0
5562,4,0.0006076429735632958,0.0006076429735632958,0.0,0.0
5563,1,0.0006486521537830028,0.0006486521537830028,0.0,0.0
5563,2,0.000689292620458967,0.000689292620458967,0.0,0.0
5563,3,0.000695000572442767,0.000695000572442767,0.0,0.0
5563,4,0.0006078914762474699,0.0006078914762474699,0.0,0.0
5564,1,0.0006912847339355555,0.0006912847339355555,0.0,0.0
5564,2,0.0006942900750239069,0.0006942900750239069,0.0,0.0
5564,3,0.0006989517266180838,0.0006989517266180838,0.0,0.0
5564,4,0.0006975520776927387,0.0006975520776927387,0.0,0.0
5565,1,0.0007320409157309494,0.0007320409157309494,0.0,0.0
5565,2,0.0007666705878578886,0.0007666705878578886,0.0,0.0
5565,3,0.000742629535367367,0.000742629535367367,0.0,0.0
5565,4,0.0007108796103490323,0.0007108796103490323,0.0,0.0
5566,1,0.0007861120738019309,0.0007861120738019309,0.0,0.0
5566,2,0.0007953083773202825,0.0007953083773202825,0.0,0.0
5566,3,0.0007988566144904462,0.0007988566144904462,0.0,0.0
5566,4,0.0007658771205217883,0.0007658771205217883,0.0,0.0
5567,1,0.0007965106920965294,0.0007965106920965294,0.0,0.0
5567,2,0.000818730234223893,0.000818730234223893,0.0,0.0
5567,3,0.0008046244628257878,0.0008046244628257878,0.0,0.0
5567,4,0.0008009250276681787,0.0008009250276681787,0.0,0.0
5568,1,0.0008336011008908808,0.0008336011008908808,0.0,0.0
5568,2,0.0008927808561890347,0.0008927808561890347,0.0,0.0
5568,3,0.0008654748069743862,0.0008654748069743862,0.0,0.0
5568,4,0.0008063750746708288,0.0008063750746708288,0.0,0.0
5569,1,0.0008952054676450819,0.0008952054676450819,0.0,0.0
5569,2,0.0008976912527886906,0.0008976912527886906,0.0,0.0
5569,3,0.0008969485598539165,0.0008969485598539165,0.0,0.0
5569,4,0.0008833070426029224,0.0008833070426029224,0.0,0.0
5570,1,0.0009016145017152566,0.0009016145017152566,0.0,0.0
5570,2,0.0009116801910025742,0.0009116801910025742,0.0,0.0
5570,3,0.0009011243702678308,0.0009011243702678308,0.0,0.0
5570,4,0.0008987855459735492,0.0008987855459735492,0.0,0.0
5571,1,0.0009269289915067657,0.0009269289915067657,0.0,0.0
5571,2,0.0009452236399983353,0.0009452236399983353,0.0,0.0
5571,3,0.0009313534474638927,0.0009313534474638927,0.0,0.0
5571,4,0.0009043267309745417,0.0009043267309745417,0.0,0.0
5572,1,0.000981795436151226,0.000981795436151226,0.0,0.0
5572,2,0.0009904974571018567,0.0009904974571018567,0.0,0.0
5572,3,0.0009871830196099744,0.0009871830196099744,0.0,0.0
5572,4,0.0009695366502158287,0.0009695366502158287,0.0,0.0
5573,1,0.0009977648706407834,0.0009977648706407834,0.0,0.0
5573,2,0.0010023538064237666,0.0010023538064237666,0.0,0.0
5573,3,0.0009944510629204136,0.0009944510629204136,0.0,0.0
5573,4,0.0009899684720640952,0.0009899684720640952,0.0,0.0
5574,1,0.0010020839879542934,0.0010020839879542934,0.0,0.0
5574,2,0.0010116694939843326,0.0010116694939843326,0.0,0.0
5574,3,0.0010152815884481988,0.0010152815884481988,0.0,0.0
5574,4,0.0009953339806245698,0.0009953339806245698,0.0,0.0
5575,1,0.0010234553787731705,0.0010234553787731705,0.0,0.0
5575,2,0.0010356753697948228,0.0010356753697948228,0.0,0.0
5575,3,0.0010354022078371819,0.0010354022078371819,0.0,0.0
5575,4,0.0010248327817439344,0.0010248327817439344,0.0,0.0
