node,x,y,d_F3,d_D3D_A1,d_update
29,-0.15000000000000002,-0.5,0.0017974831222285176,0.0017974831222285176,0.0
30,-0.1375,-0.5,0.0020102980933806936,0.0020102980933806936,0.0
31,-0.125,-0.5,0.0022885552877488736,0.0022885552877488736,0.0
32,-0.11249999999999999,-0.5,0.0026750133376179856,0.0026750133376179856,0.0
33,-0.09999999999999998,-0.5,0.0028920793358975976,0.0028920793358975976,0.0
34,-0.08750000000000002,-0.5,0.0032148913716271194,0.0032148913716271194,0.0
35,-0.07500000000000001,-0.5,0.0037133045688111203,0.0037133045688111203,0.0
36,-0.0625,-0.5,0.0039285885014681615,0.0039285885014681615,0.0
37,-0.04999999999999999,-0.5,0.0042826965584089926,0.0042826965584089926,0.0
38,-0.03749999999999998,-0.5,0.00466202109938956,0.00466202109938956,0.0
39,-0.025000000000000022,-0.5,0.0050623736757529165,0.0050623736757529165,0.0
40,-0.012500000000000011,-0.5,0.0054626659750494615,0.0054626659750494615,0.0
41,0.0,-0.5,0.00587265075355332,0.00587265075355332,0.0
42,0.012499999999999956,-0.5,0.006256671209445932,0.006256671209445932,0.0
43,0.025000000000000022,-0.5,0.006674849787353398,0.006674849787353398,0.0
44,0.03749999999999998,-0.5,0.007069931426579778,0.007069931426579778,0.0
45,0.050000000000000044,-0.5,0.007456541069583605,0.007456541069583605,0.0
46,0.0625,-0.5,0.007855264696846137,0.007855264696846137,0.0
47,0.07499999999999996,-0.5,0.008236812514943584,0.008236812514943584,0.0
48,0.08750000000000002,-0.5,0.008594480588415398,0.008594480588415398,0.0
49,0.09999999999999998,-0.5,0.008939258426332997,0.008939258426332997,0.0
50,0.11250000000000004,-0.5,0.00928319251952809,0.00928319251952809,0.0
